,Year,Panel,Category,Proposal,Project,Role,FirstName,Initials,Surname,Gender
891,2010,PCB,FS,10-VUW-112,Ultrafast electron dynamics in molecular semiconductors,PI,Justin,JM,Hodgkiss,M
1451,2013,BMS,FS,13-UOA-165,Role of the extracellular matrix in regulating myelination deficits following ischemia in preterm infants,PI,Justin,JM,Dean,M
2394,2016,CMP,STD,16-UOO-072,Becoming master of your destiny: insights into genome activation from nuclear structure,PI,Justin,JM,O'Sullivan,M
2507,2016,EIS,FS,16-UOC-076,Unique Acoustic Signatures to Diagnose Impending DOOM (Dysfunction Of Osteo-Mechanics),AI,Justin,JW,Fernandez,M
2622,2016,PCB,STD,16-VUW-115,The origin of UV photoprotection in the brown skin pigment eumelanin,PI,Justin,JM,Hodgkiss,M
1082,2011,ESA,FS,11-BDS-001,How do sulfate aerosols get in the stratosphere?,AI,Justus,J,Notholt,M
3010,2017,PCB,FS,17-VUW-154,Photoluminescence shines a light on the exemplary optoelectronic properties in hybrid organic-inorganic perovskites,PI,Kai,K,Chen,M
1750,2013,SOC,STD,13-UOA-137,Is New Zealand betting on the wrong horse in the international innovation race? The importance of market innovations for small open economies,PI,Kaj,KE,Storbacka,M
2052,2014,SOC,STD,14-UOW-004,"Te Mauria Whiritoi: the sky as a cultural resource - Maori astronomy, ritual and ecological knowledge",AI,Kaliko,CMK,Baker,M
872,2010,PCB,STD,10-IRL-005,Engagement rings: using molecular rings and metal nano-particles to detect single molecules,PI,Kamal,HK,Hossain,M
149,2008,ESA,STD,08-UOC-030,The music of the stars: internal structure revealed through the surface vibrations of stars,PI,Karen,KR,Pollard,F
896,2010,SOC,STD,10-MAU-157,Multi storey living with kids in mind: constraints and opportunities for children's mobility and development in the context of competing discourses of safety and independence,PI,Karen,KL,Witten,F
918,2010,SOC,FS,10-UOO-038,Truth for peace – an evaluation of the outcomes and impacts of the Solomon Islands’ TRC on attitudes towards peace,PI,Karen,KD,Brounéus,F
1554,2013,EHB,STD,13-VUW-077,How is overgeneral memory related to the development of psychopathology in young people?,PI,Karen,KE,Salmon,F
2284,2015,MIS,STD,15-UOA-341,Robust optimisation under uncertainty with limited data,PI,Karen,KE,Willcox,F
2332,2015,SOC,STD,15-UOA-113,Rethinking the future of freshwater in Aotearoa New Zealand,PI,Karen,KT,Fisher,F
3044,2017,SOC,STD,17-UOO-003,Putting Hope into Action: What inspires and sustains young people’s engagement in social movements?,PI,Karen,KM,Nairn,F
1083,2011,ESA,FS,11-BDS-001,How do sulfate aerosols get in the stratosphere?,AI,Karin,K,Kreher,F
1912,2014,EIS,STD,14-UOW-011,Bed roughness controls on mangrove swamp stability,PI,Karin,KR,Bryan,F
251,2008,SOC,STD,08-UOC-007,Building sustainable peace in the South Pacific,AI,Karl,K,DeRouen Jr,M
1813,2014,BMS,FS,14-UOO-164,Oxytocin: a safety brake preventing excessive activation of the stress axis,PI,Karl,KJ,Iremonger,M
2677,2017,BMS,STD,17-UOO-041,The sex of stress: Understanding sex differences in neural circuits controlling stress.,PI,Karl,KJ,Iremonger,M
2327,2015,SOC,STD,15-GNS-023,Track the black: the whakapapa of paru,PI,Karyne,KM,Rogers,F
2490,2016,EIS,STD,16-UOA-296,New Optical Sensors for Geophysical Applications,AI,Kasper,K,Van Wijk,M
616,2009,SOC,FS,09-AUT-015,"Corporate chameleons, greenwashing and counter-narratives",AI,Kate,KN,Kearins,F
2164,2015,EHB,STD,15-UOO-018,The origins of social inequality in Southeast Asia: an exploration of health and wealth disparity at the emergence of state level society,AI,Katerina,KA,Douka,F
2670,2016,SOC,FS,16-VUW-156,Stretching the celluloid ceiling: women's creative agency in the emergent Pacific film industry.,AI,Katerina,K,Teaiwa,F
1777,2013,SOC,FS,13-UOA-204,Touchy-feely justice or veiled retribution? An ethnography of therapeutic jurisprudence in New Zealand problem-solving courts,PI,Katey,KA,Thom,F
370,2009,EEB,STD,09-MAU-037,Untangling complex evolution: when the Tree of Life is not a tree at all,AI,Katharina,KT,Huber,F
2949,2017,MIS,STD,17-MAU-037,"Lattice polytope samplers: theory, methods and applications",AI,Katharina,K,Parry,F
2038,2014,PCB,FS,14-FRI-003,Efficient energy processing at the nanoscale: the physics of how cells use energy,PI,Katharine,KJ,Challis,F
1015,2011,EHB,FS,11-UOO-138,Inventing cattle: a genetic study of cattle domestication through next generation sequencing,PI,Katherine Ann,KA,Horsburgh,F
135,2008,ESA,STD,08-GNS-016,New Zealand's floral origins and the Oligocene land crisis,AI,Kathleen,KM,Marsaglia,F
630,2010,BMS,STD,10-UOA-180,Cutting proteins not calories to make fat mice thin,PI,Kathleen,KG,Mountjoy,F
1920,2014,ESA,STD,14-BDS-001,The permeability of the Antarctic vortex,AI,Kathleen,KE,Cooper,F
2232,2015,ESA,STD,15-UOA-265,Putting the Pacific Ocean to the litmus test: resolving a multi-millennial record of ocean pH from corals with the boron isotope proxy,AI,Kathleen,KA,Campbell,F
2881,2017,ESA,STD,17-UOA-037,Some Liked it Hot: Searching for Early Life in Terrestrial Hot Springs,PI,Kathleen,KA,Campbell,F
2112,2015,CMP,STD,15-VUW-027,Salinity tolerance and betalain pigments: unlocking how an extraordinary plant alkaloid combats salt stress,PI,Kathy,KE,Schwinn,F
2710,2017,CMP,STD,17-PAF-006,Better red than dead: Ancient origins of stress tolerance in land plants,AI,Kathy,KE,Schwinn,F
822,2010,ESA,FS,10-NIW-001,Stable carbon isotope constraints on methane sources during fast climatic transitions,AI,Katja,K,Riedel,F
2516,2016,ESA,STD,16-NIW-027,Active submarine landslides ride on gas pockets,AI,Katrin,K,Huhn,F
276,2009,BMS,STD,09-MAU-009,Looking over a four-leaf clover: structural characterisation of a critical picornaviral RNA clover leaf and its interaction with a viral fusion protein,AI,Kaushik,K,Dutta,M
1360,2012,MIS,STD,12-VUW-134,Genetic programming for job shop scheduling,AI,Kay Chen,KC,Tan,M
2293,2015,MIS,STD,15-VUW-044,Genetic programming for dynamic flexible job shop scheduling,AI,Kay Chen,KC,Tan,M
1046,2011,ESA,STD,11-GNS-025,Unlocking the role of fluids in slow slip deformation with magnetotellurics and seismology,AI,Kazushige,K,Obara,M
1831,2014,CMP,FS,14-MAU-102,Investigation of SUSHI-mediated early signalling events in plant innate immunity,PI,Kee,KH,Sohn,M
2782,2017,EEB,FS,17-MAU-161,Population Genomics of an Emergent Plant Infectious Disease,AI,Kee,KH,Sohn,M
2857,2017,EIS,FS,17-UOA-022,Self-adaptive vibration energy harvesting based on nonlinear energy sink,AI,Kefu,K,Liu,M
222,2008,PSE,STD,08-UOO-004,"Designer dimetallic spin crossover complexes: developing tuneability, cooperativity and hierarchical organisation",AI,Keith,KS,Murray,M
392,2009,EEB,STD,09-UOO-175,Ocean acidification: calcifiers are only the tip of the iceberg,AI,Keith,KA,Hunter,M
554,2009,PSE,STD,09-UOC-085,Spin crossover driven molecular switches triggered by external stimuli: toward spin-switching chemosensors,AI,Keith,KS,Murray,M
635,2010,BMS,STD,10-UOO-015,Molecular mechanism of spreading of microbial pathogens: studies with the bacterium Listeria monocytogenes,PI,Keith,KP,Ireton,M
1074,2011,ESA,STD,11-UOO-077,From soils to seas: how does the long-term fate of aerosol iron impact on ocean productivity and global climate?,AI,Keith,KA,Hunter,M
1437,2013,BMS,STD,13-UOO-085,Role of host cell polarised exocytosis in spread of bacterial pathogens,PI,Keith,KP,Ireton,M
1861,2014,EEB,FS,14-DGF-001,Fast-forward fish: resilience of exploited marine populations to a changing ocean,AI,Ken,KH,Andersen,M
2110,2015,CMP,STD,15-VUW-027,Salinity tolerance and betalain pigments: unlocking how an extraordinary plant alkaloid combats salt stress,AI,Ken,KG,Ryan,M
383,2009,EEB,STD,09-UOA-001,Do marine fishes break the rules of hindgut fermentation?,PI,Kendall,KD,Clements,M
2588,2016,MIS,STD,16-VUW-131,The Mathematics of Computation,AI,Keng Meng,KM,Ng,M
51,2008,CMP,STD,08-VUW-010,How does fertility factor BMP15 regulate the ovulation quota in mammals?,PI,Kenneth,KP,McNatty,M
1478,2013,CMP,STD,13-VUW-153,What makes a good egg?,PI,Kenneth,KP,McNatty,M
2699,2017,BMS,FS,17-UOA-300,Diagnosing the diabetic heart,PI,Kenneth,K,Tran,M
244,2008,SOC,STD,08-MAU-002,Social meanings of medication,PI,Kerry,KP,Chamberlain,M
581,2009,SOC,STD,09-MAU-117,"Young adults, drinking stories and the cult of celebrity",AI,Kerryellen,KG,Vroman,F
1873,2014,EHB,STD,14-UOA-019,"8,000 years of hunter-gatherer adaptation: burial and bioarchaeology at Roonka, Australia",PI,Keryn,KA,Walshe,F
59,2008,EEB,STD,08-CRO-005,Aposematic colouration in plants: 'honest' signals of chemical defences & influences on herbivore fitness,AI,Kevin,KC,Burns,M
61,2008,EEB,STD,08-CRO-005,Aposematic colouration in plants: 'honest' signals of chemical defences & influences on herbivore fitness,PI,Kevin,KS,Gould,M
231,2008,PSE,STD,08-VUW-030,Strongly correlated electrons in rare-earth nitrides,AI,Kevin,KE,Smith,M
245,2008,SOC,STD,08-MAU-002,Social meanings of medication,PI,Kevin,KP,Dew,M
254,2008,SOC,STD,08-UOC-025,Carbon neutrality: fact or fiction?,AI,Kevin,KL,Anderson,M
931,2011,BMS,STD,11-UOA-201,A novel route to restricting G-protein coupled receptor signalling,AI,Kevin,KDG,Pfleger,M
1169,2011,SOC,STD,11-UOC-008,"Geographies of media convergence: spaces of democracy, connectivity and the reconfiguration of cultural citizenship",PI,Kevin,KT,Glynn,M
1459,2013,CMP,STD,13-PAF-014,Adaptation to life on land: how plants developed UV sunscreens,PI,Kevin,KM,Davies,M
1462,2013,CMP,STD,13-UOA-154,Biological glass: the molecular and cellular determinations of the optical properties of the ocular lens,AI,Kevin,KL,Schey,M
1486,2013,EEB,STD,13-MAU-004,Untangling genes and culture: sex-based song traditions in New Zealand bellbirds,AI,Kevin,KA,Parker,M
1516,2013,EEB,FS,13-MAU-126,It takes all types: behavioural variation and the survival of New Zealand birds in human dominated landscapes,PI,Kevin,KA,Parker,M
1529,2013,EEB,FS,13-VUW-176,The evolution of intelligence: evaluating the heritability and fitness consequences of cognition in wild North Island robins,AI,Kevin,KC,Burns,M
1572,2013,EIS,STD,13-UOA-187,Agent-based modelling of drug and radiation action in the tumour microenvironment,PI,Kevin,KO,Hicks,M
1619,2013,ESA,STD,13-VUW-010,Using the world's most rapidly slipping normal fault to understand the mechanics of low-angle normal faults and the dynamics of continental extension,AI,Kevin,KP,Norton,M
2111,2015,CMP,STD,15-VUW-027,Salinity tolerance and betalain pigments: unlocking how an extraordinary plant alkaloid combats salt stress,AI,Kevin,KM,Davies,M
2113,2015,CMP,STD,15-VUW-027,Salinity tolerance and betalain pigments: unlocking how an extraordinary plant alkaloid combats salt stress,PI,Kevin,KS,Gould,M
2257,2015,ESA,FS,15-UOO-070,The ice is melting: how do trace metals in the ocean influence the Antarctic marine ecosystem and global climate?,AI,Kevin,KR,Arrigo,M
2414,2016,EEB,STD,16-UOA-023,Does rapid evolutionary adaptation to temperature heat up the role of consumer body size in ecosystems?,PI,Kevin,KS,Simon,M
2557,2016,HUM,STD,16-UOC-058,What is the Southland accent?,AI,Kevin,KD,Watson,M
2713,2017,CMP,STD,17-PAF-006,Better red than dead: Ancient origins of stress tolerance in land plants,PI,Kevin,KM,Davies,M
2754,2017,EEB,STD,17-MAU-091,Is individual variation relevant to population dynamics?,AI,Kevin,KA,Parker,M
2760,2017,EEB,STD,17-UOC-026,"Does mother know best? Mothers, fathers and sexual conflict in sex allocation",PI,Kevin,KJ,Stafford,M
2897,2017,ESA,STD,17-VUW-094,Did a previous collapse of the Antarctic Ice Sheet cause abrupt climate change in the Southern Hemisphere?,AI,Kevin,KP,Norton,M
2942,2017,HUM,STD,17-UOC-049,Towards an improved theory of language change: understanding the covariation of linguistic variables within and across speakers,PI,Kevin,KD,Watson,M
1793,2014,BMS,STD,14-UOA-251,Treating cutaneous inflammation by putting skin on a fat-free diet,AI,Kevin (Xueying),K,Sun,M
840,2010,HUM,FS,10-UOC-108,The development of computational procedures and numerical tables in Sanskrit mathematics in the second millennium,AI,Kim,KL,Plofker,F
1502,2013,EEB,STD,13-UOO-209,Ladies before gentlemen: investigating the molecular basis of female to male sex change in sequentially hermaphroditic fish,AI,Kim,KM,Rutherford,F
2730,2017,CMP,FS,17-MAU-100,Making the switch: cell surface modifications that enable plant-pathogenic fungi to differentiate and maintain infection-related cellular morphotypes during host colonization,AI,Kim,KM,Plummer,F
2840,2017,EIS,STD,17-UOC-059,Removing nitrate from contaminated water using methane. Which microbes are doing the work?,PI,Kim,KHR,Baronian,F
3025,2017,SOC,STD,17-TWR-001,"Whāngai and the adoption of Māori: healing the past, transforming the future",AI,Kim,K,McBreen,F
1456,2013,CMP,STD,13-PAF-006,"DAD2, a hormone receptor that hydrolyses its ligand",PI,Kimberley,KC,Snowden,F
1811,2014,BMS,FS,14-UOA-160,Diabetic heart pathology: is it all about the glycogen?,PI,Kimberley,KM,Mellor,F
2217,2015,ESA,STD,15-GNS-026,Can slow subduction zone deformation rapidly increase stress on nearby faults?,AI,Kimihiro,K,Mochizuki,M
1859,2014,EEB,FS,14-CAW-002,Adaptive evolution in changing environments: can epigenetic variation compensate for low genetic diversity?,PI,Kirsty,KF,Smith,F
2442,2016,EEB,FS,16-CAW-002,Blooming buddies: Explaining the co-existence of toxic and non-toxic strains in algal blooms,AI,Kirsty,KF,Smith,F
1990,2014,MIS,STD,14-MAU-101,Geometric numerical integration: new structures and applications,AI,Klas,K,Modin,M
766,2010,ESA,STD,10-GNS-001,"Bacterial geo-thermometer: A new, precise indicator of climate change",AI,Klaus-Gerhard,KG,Zink,M
2012,2014,MIS,FS,14-UOO-267,Developing inversion methods for non-stationary thinning of point processes,AI,Koji,K,Kiyosugi,M
2567,2016,HUM,FS,16-UOO-016,Remembering together: Collective memory and collective intentionality,PI,Kourken,KH,Michaelian,M
258,2008,SOC,STD,08-UOC-028,Measuring 150 years of health and wellbeing in New Zealand,AI,Kris,KE,Inwood,M
2786,2017,EEB,FS,17-UOA-086,"The heart of song; understanding the origins of vocal learning using New Zealand’s missing link, the titipounamu or rifleman",PI,Kristal,KE,Cain,F
876,2010,PCB,STD,10-UOC-040,"Beyond the percolation threshold: tunnelling, switching and superconductivity",AI,Kristiaan,KMAJ,Temst,M
967,2011,CMP,FS,11-UOO-076,Ambition and the anterior cingulate cortex: neural-level contributions to effortful choice behaviour,PI,Kristin,KL,Hillman,F
1261,2012,EHB,STD,12-UOO-050,Brain mechanisms of self control,AI,Kristin,KL,Hillman,F
1828,2014,CMP,STD,14-UOO-235,"Memory impairments after stroke, a stressful condition",AI,Kristin,KL,Hillman,F
2473,2016,EHB,STD,16-UOO-190,Quit or persist? The neural mechanisms of forfeit behaviour,PI,Kristin,KL,Hillman,F
2565,2016,HUM,FS,16-MAU-034,Exploring Māori Social Justice Concepts,PI,Krushil,KPM,Watene,F
1638,2013,ESA,STD,13-VUW-112,Drilling back to the Pliocene in search of Earth's future high-tide,AI,Kurt,K,Lambeck,M
2365,2016,BMS,STD,16-UOO-061,Unraveling the key role of cytochrome bd oxidase in antimicrobial lethality in tuberculosis,PI,Kurt,KL,Krause,M
3039,2017,SOC,STD,17-UOA-323,"Shaping Public Policy: Mixed Methods Study of Alcohol, Tobacco, Gambling and Food Industry Points of Influence with Policy Makers",PI,Kypros,K,Kypri,M
894,2010,SOC,STD,10-MAU-157,Multi storey living with kids in mind: constraints and opportunities for children's mobility and development in the context of competing discourses of safety and independence,AI,Lanuola,L,Asiasiga,F
373,2009,EEB,STD,09-MAU-037,Untangling complex evolution: when the Tree of Life is not a tree at all,PI,Lara,LD,Shepherd,F
2384,2016,CMP,STD,16-UOA-123,"Mum, you are what your babies make you!",PI,Larry,LW,Chamley,M
1767,2013,SOC,STD,13-UOW-058,The sub-national mechanisms of the ending of population growth: towards a theory of depopulation,AI,Lars,LK,Brabyn,M
2406,2016,CMP,FS,16-UOA-143,Naturally biased? Exploring neuropeptide signal pathway bias in neurons.,AI,Lars,L,Edvinsson,M
111,2008,EHB,STD,08-VDV-001,What is happening in the brain during micro-sleeps?,AI,Laura,L,Astolfi,F
164,2008,ESA,STD,08-VUW-020,How have the world's youngest ultra-deep (high-pressure) rocks arrived at the Earth's surface?,PI,Laura,LM,Wallace,F
1310,2012,ESA,STD,12-GNS-029,Sticky or creepy: what causes abrupt changes in seismic behaviour along subduction plate boundaries?,AI,Laura,LM,Wallace,F
1620,2013,ESA,STD,13-VUW-010,Using the world's most rapidly slipping normal fault to understand the mechanics of low-angle normal faults and the dynamics of continental extension,AI,Laura,LM,Wallace,F
2220,2015,ESA,STD,15-GNS-026,Can slow subduction zone deformation rapidly increase stress on nearby faults?,PI,Laura,LM,Wallace,F
2908,2017,ESA,FS,17-GNS-030,Shaken not stirred: What triggers slip in shallow subduction zones?,AI,Laura,LM,Wallace,F
1698,2013,MIS,STD,13-UOA-287,"Randomness, analysis, and reverse mathematics",AI,Laurent,LJJ,Bienvenu,M
1848,2014,EEB,STD,14-UOO-029,Making war or babies: division of labour and social evolution in parasites,AI,Laurent,L,Keller,M
2692,2017,BMS,STD,17-UOO-241,Unraveling the molecular basis for vivax malaria's unhealthy attraction to human reticulocytes,AI,Laurent,LCS,Renia,M
493,2009,HUM,STD,09-VUW-011,The morphology of current English,PI,Laurie,L,Bauer,F
2898,2017,ESA,STD,17-VUW-094,Did a previous collapse of the Antarctic Ice Sheet cause abrupt climate change in the Southern Hemisphere?,AI,Laurie,L,Menviel,F
1810,2014,BMS,FS,14-UOA-160,Diabetic heart pathology: is it all about the glycogen?,AI,Lea,LMD,Delbridge,F
2209,2015,EIS,FS,15-UOW-008,Transforming the problem of motion blur into a measurement of velocity in time-of-flight distance imaging,PI,Lee,LV,Streeter,M
